Batch Number,Start Listing Date and Time (IST),Stop Listing at Date and Time (IST),Start bid price (Rs.),Initial bid cost (Tickets),Initial status check cost (Tickets),Reference ID,Category,Product Title,Description,MSRP,Base Price
43,2021-11-17 09:00:00 +0000 +0000,2021-11-18 09:00:00 +0000 +0000,1,1,1,AF 1555,Furniture & Fixtures,Flo Mattress,"Flo Ortho High Foam Mattress, 72x60x6 Inches (Queen)",8591,8505
43,2021-11-17 09:00:00 +0000 +0000,2021-11-18 09:00:00 +0000 +0000,1,1,1,AF 1795,Furniture & Fixtures,Luvlap Wooden Cot,LuvLap C-10 Baby Wooden Cot,8999,8909
43,2021-11-17 09:00:00 +0000 +0000,2021-11-18 09:00:00 +0000 +0000,1,1,1,AF 356,Furniture & Fixtures,Kapoor Wall Lamp,Kapoor E Illuminations Wallchiere Wall Lamp Walkewbra10839,7895,7816
44,2021-11-17 17:00:00 +0000 +0000,2021-11-18 17:00:00 +0000 +0000,1,1,1,1116,Health Appliances,FETAL DOPPLER,Dr. Odin fetal Doppler,6999,6929
44,2021-11-17 17:00:00 +0000 +0000,2021-11-18 17:00:00 +0000 +0000,1,1,1,AF 1213,Home Appliances,Featherlite Office Table,Featherlite Flip foldable Wood Office Table,9265,9172
44,2021-11-17 17:00:00 +0000 +0000,2021-11-18 17:00:00 +0000 +0000,1,1,1,AF 698,Home Appliances,Voltas Air Purifier,Voltas Vap26Two Portable Room Air Purifier,8450,8365
44,2021-11-17 17:00:00 +0000 +0000,2021-11-18 17:00:00 +0000 +0000,1,1,1,AF 705,Electronics,Rodex Projector,"Rodex Uc40 Has Hdmi, Av, Usb Ports Projector",5999,5939
44,2021-11-17 17:00:00 +0000 +0000,2021-11-18 17:00:00 +0000 +0000,1,1,1,AF 182,ACs & Coolers,Bajaj Air Cooler,Bajaj 54 L Desert Air Cooler,8999,8909
44,2021-11-17 17:00:00 +0000 +0000,2021-11-18 17:00:00 +0000 +0000,1,1,1,AF 1949,Furniture & Fixtures,Yipi Frozen Smart/Storage Bed,Yipi Frozen Smart Box Storage Bed,7961,7881
44,2021-11-17 17:00:00 +0000 +0000,2021-11-18 17:00:00 +0000 +0000,1,1,1,AF 1241,Audio & Speakers,Samsung Soundbar,SAMSUNG Wireless Subwoofer 200 W Bluetooth Soundbar,8499,8414
44,2021-11-17 17:00:00 +0000 +0000,2021-11-18 17:00:00 +0000 +0000,1,1,1,AF 1943,Home Appliances,Falcon Lawn Mower,FALCON EASY 28 EASY 28 Manual Push Lawn Mower (12 inch),5199,5147
44,2021-11-17 17:00:00 +0000 +0000,2021-11-18 17:00:00 +0000 +0000,1,1,1,AF 1300,Furniture & Fixtures,Suncrown Furniture Book Shelf,Suncrown Furniture Wood Open Book Shelf,9999,9899
44,2021-11-17 17:00:00 +0000 +0000,2021-11-18 17:00:00 +0000 +0000,1,1,1,292,Home Furnishing,Bedsheet Combo Set,Jaipuri Heritage Pack of 5 Cotton Bedsheets with 10 Pillow Covers,5200,5148
45,2021-11-18 01:00:00 +0000 +0000,2021-11-19 01:00:00 +0000 +0000,1,1,1,AF 832,Furnishing & Linen,Regal Carpet,Regal Carpet Handmade Microfiber Shaggy Carpet,9999,9899
45,2021-11-18 01:00:00 +0000 +0000,2021-11-19 01:00:00 +0000 +0000,1,1,1,AF 1024,Sports / Games & Toys,Sparnod Exercise Bike,Sparnod Fitness SAB-05 Air Bike Exercise Cycle for Home Gym,8332,8248
45,2021-11-18 01:00:00 +0000 +0000,2021-11-19 01:00:00 +0000 +0000,1,1,1,AF 1777,Home Appliances,Digital Craft Planer,Digital Craft Powerful Electric Wood Hand Planer,5999,5939
45,2021-11-18 01:00:00 +0000 +0000,2021-11-19 01:00:00 +0000 +0000,1,1,1,AF 188,Home Appliances,Livpure Purifier,Libpure Pep Pro Star 7 L Ro Uv Uf Minerals Water Purifier,9499,9404
45,2021-11-18 01:00:00 +0000 +0000,2021-11-19 01:00:00 +0000 +0000,1,1,1,AF 1993,Furniture & Fixtures,Alex Daisy Pluto /Desk Chair,Alex Daisy Pluto Plastic Desk Chair (Finish Color - Pink),8950,8860
45,2021-11-18 01:00:00 +0000 +0000,2021-11-19 01:00:00 +0000 +0000,1,1,1,AF 1233,Audio & Speakers,Infinity Home Theatre,INFINITY by Harman Hardrock Bluetooth Home Theatre,8499,8414
45,2021-11-18 01:00:00 +0000 +0000,2021-11-19 01:00:00 +0000 +0000,1,1,1,AF 168,Audio & Speakers,Boat Bluetooth Soundbaar,"Boat Aavante Bar 1200 80 W Bluetooth Soundbar (Premium Black, 2.1 Channel)",6299,6236
45,2021-11-18 01:00:00 +0000 +0000,2021-11-19 01:00:00 +0000 +0000,1,1,1,AF 224,Home Appliances,Black Decker OTG,Black & Decker 19L Oven Toaster Grill,5995,5935
45,2021-11-18 01:00:00 +0000 +0000,2021-11-19 01:00:00 +0000 +0000,1,1,1,AF 1961,Furniture & Fixtures,Sleepx Foam Mattress,SleepX Medium Soft 6 inch Foam Mattress,8529,8443
45,2021-11-18 01:00:00 +0000 +0000,2021-11-19 01:00:00 +0000 +0000,1,1,1,AF 103,Audio & Speakers,Boat Speaker,Boat Stone 1400 Mini 18 W,6990,6920
46,2021-11-18 09:00:00 +0000 +0000,2021-11-19 09:00:00 +0000 +0000,1,1,1,AF 1537,Home Appliances,Lifelong Air Cooler,Lifelong 65 L Desert Air Cooler,8971,8881
46,2021-11-18 09:00:00 +0000 +0000,2021-11-19 09:00:00 +0000 +0000,1,1,1,AF 562,Curios & Decorations,Mad Master Paintings,Mad Masters Lion With Family Modern Abstract Painting In Multiple Frames,5000,4950
46,2021-11-18 09:00:00 +0000 +0000,2021-11-19 09:00:00 +0000 +0000,1,1,1,AF 1545,Home Appliances,Thompson Air Cooler,Thomson 90 L Desert Air Cooler,9643,9546
46,2021-11-18 09:00:00 +0000 +0000,2021-11-19 09:00:00 +0000 +0000,1,1,1,AF 1690,Furniture & Fixtures,Nilkamal Coffee Table,Nilkamal Zina Wood Coffee Table,7200,7128
46,2021-11-18 09:00:00 +0000 +0000,2021-11-19 09:00:00 +0000 +0000,1,1,1,AF 1279,Furniture & Fixtures,Home Full Cabinet,Home Full Wood Cabinet,7699,7622
46,2021-11-18 09:00:00 +0000 +0000,2021-11-19 09:00:00 +0000 +0000,1,1,1,AF 776,Camera & Photography,Kodak Gimbal,Kodak Xd1 Smartphone Gimbal 3 Axis Gimbal,7386,7312
46,2021-11-18 09:00:00 +0000 +0000,2021-11-19 09:00:00 +0000 +0000,1,1,1,AF 1826,Furniture & Fixtures,Furniturekraft Osaka /Kid Bed,FurnitureKraft Osaka Metal Single Bed (Finish Color - Black),5499,5444
46,2021-11-18 09:00:00 +0000 +0000,2021-11-19 09:00:00 +0000 +0000,1,1,1,AF 731,Home Appliances,Nasaka Air Purifier,Nasaka Zest Portable Room Air Purifier,9999,9899
46,2021-11-18 09:00:00 +0000 +0000,2021-11-19 09:00:00 +0000 +0000,1,1,1,AF 1208,Home Appliances,Innofur Computer Desk,InnoFur Trapezi Beige Engineered Wood Computer Desk (Modular),5999,5939
46,2021-11-18 09:00:00 +0000 +0000,2021-11-19 09:00:00 +0000 +0000,1,1,1,AF 380,Furnishing & Linen,Bombay Dyeing Blanket,Bombay Dyeing Floral Single Mink Blanket,5440,5385
47,2021-11-18 17:00:00 +0000 +0000,2021-11-19 17:00:00 +0000 +0000,1,1,1,AF 1277,Furniture & Fixtures,The Collectori Drawers,The Collectori Wood Drawers,8000,7920
47,2021-11-18 17:00:00 +0000 +0000,2021-11-19 17:00:00 +0000 +0000,1,1,1,AF 1449,Home Appliances,Faber Hood Chimney,Faber Hood Class Plus PB BK LTW 60 Wall Mounted Chimney,6490,6425
47,2021-11-18 17:00:00 +0000 +0000,2021-11-19 17:00:00 +0000 +0000,1,1,1,AF 1761,Home Appliances,Eagrocare Sprayer,Eagrocare EAC-767HB-4S 25 L Backpack Sprayer (Pack of 1),9999,9899
47,2021-11-18 17:00:00 +0000 +0000,2021-11-19 17:00:00 +0000 +0000,1,1,1,AF 1600,Furniture & Fixtures,Induscraft Dressing Mirror,induscraft standard dressing mirror,6800,6732
47,2021-11-18 17:00:00 +0000 +0000,2021-11-19 17:00:00 +0000 +0000,1,1,1,AF 710,Electronics,Myra Projector,Myra C80 Android Project,9499,9404
47,2021-11-18 17:00:00 +0000 +0000,2021-11-19 17:00:00 +0000 +0000,1,1,1,AF 1465,Home Appliances,Surya Chimney,SURYA Ex 1050 Disco Auto Clean Wall Mounted Chimney,8949,8859
47,2021-11-18 17:00:00 +0000 +0000,2021-11-19 17:00:00 +0000 +0000,1,1,1,AF 877,Curios & Decorations,La Jolie Muse Statue,La Jolie Muse Garden Statue Outdoor  Figurines Turtles On A Log,6950,6880
47,2021-11-18 17:00:00 +0000 +0000,2021-11-19 17:00:00 +0000 +0000,1,1,1,AF 1579,Furniture & Fixtures,Hudson Wardrobe,"Hudson's Wardrobe with Mirror, Drawers & Double Doors",8790,8702
47,2021-11-18 17:00:00 +0000 +0000,2021-11-19 17:00:00 +0000 +0000,1,1,1,AF 1460,Home Appliances,Kaff Elf Chimney,Kaff ELF DHC 60 Auto Clean Wall Mounted Chimney,8799,8711
47,2021-11-18 17:00:00 +0000 +0000,2021-11-19 17:00:00 +0000 +0000,1,1,1,AF 1783,Furniture & Fixtures,Adona Wood Study Table,Adona Utopia Extendable Student Desk-n-Chair Study Table,7999,7919
