Batch Number,Start Listing Date and Time (IST),Stop Listing at Date and Time (IST),Start bid price (Rs.),Initial bid cost (Tickets),Initial status check cost (Tickets),Reference ID,Category,Product Title,Description,MSRP,Base Price
14,2021-11-07 17:00:00 +0000 +0000,2021-11-08 17:00:00 +0000 +0000,1,1,1,AF 789,Camera & Photography,Campark ACtion Camera,Campark X15 X15 Touch Screen Sports & ACtion Camera,6995,6925
14,2021-11-07 17:00:00 +0000 +0000,2021-11-08 17:00:00 +0000 +0000,1,1,1,AF 139,Audio & Speakers,LG Home Theatre,LG Sj3 2.1Ch 300W Sound Bar,9777,9679
14,2021-11-07 17:00:00 +0000 +0000,2021-11-08 17:00:00 +0000 +0000,1,1,1,AF 221,Home Appliances,Borosil OTG,Borosil 42L Oven Toaster Grill,8589,8503
14,2021-11-07 17:00:00 +0000 +0000,2021-11-08 17:00:00 +0000 +0000,1,1,1,AF 792,Camera & Photography,Godox Gimbal,Godox Zp1 3 Axis Gimbal,6999,6929
14,2021-11-07 17:00:00 +0000 +0000,2021-11-08 17:00:00 +0000 +0000,1,1,1,AF 691,Home Appliances,Honeywell Air Purifier,Honeywell Hac25M1201G Portable Room Air Purifier,8999,8909
14,2021-11-07 17:00:00 +0000 +0000,2021-11-08 17:00:00 +0000 +0000,1,1,1,AF 1195,Home Appliances,Aaron Fabric Study Chair,Aaron mesh6 Fabric Study Arm Chair,7500,7425
14,2021-11-07 17:00:00 +0000 +0000,2021-11-08 17:00:00 +0000 +0000,1,1,1,250,Home Furnishing,Bedsheets,Xtromac New Shape Pack of 8 Double Bedsheet + 16 PCs + Free 5 N95 Masks,5999,5939
14,2021-11-07 17:00:00 +0000 +0000,2021-11-08 17:00:00 +0000 +0000,1,1,1,AF 1360,Health & Beauty,Palladio Bronzer,"Palladio Beauty Matte Bronzer, Nude Beach, 10 Gr (Nude Beach)",7999,7919
14,2021-11-07 17:00:00 +0000 +0000,2021-11-08 17:00:00 +0000 +0000,1,1,1,AF 1720,Furniture & Fixtures,Furlay Manual Recliner,furlay Recliner Chair Fabric Manual Recliner,5999,5939
14,2021-11-07 17:00:00 +0000 +0000,2021-11-08 17:00:00 +0000 +0000,1,1,1,AF 1652,Home Appliances,Godrej Microwave Oven,Godrej 19 L Convection Microwave Oven,7990,7910
15,2021-11-08 01:00:00 +0000 +0000,2021-11-09 01:00:00 +0000 +0000,1,1,1,AF 1242,Audio & Speakers,Zebronics Soundbar,ZEBRONICS 80 W Bluetooth Soundbar,5999,5939
15,2021-11-08 01:00:00 +0000 +0000,2021-11-09 01:00:00 +0000 +0000,1,1,1,AF 1979,Furniture & Fixtures,4Homez Multipurpos/Study Table,4Homez Multipurpose Study/Office Table,7199,7127
15,2021-11-08 01:00:00 +0000 +0000,2021-11-09 01:00:00 +0000 +0000,1,1,1,AF 190,Home Appliances,V Guard Zenora Purifier,V-Guard Zenora Ro+Uf+Mb 7 L Ro + Uf + Mb Water Purifier,8919,8829
15,2021-11-08 01:00:00 +0000 +0000,2021-11-09 01:00:00 +0000 +0000,1,1,1,AF 1694,Furniture & Fixtures,Supreme Coffee Table,Supreme Plastic Coffee Table,6000,5940
15,2021-11-08 01:00:00 +0000 +0000,2021-11-09 01:00:00 +0000 +0000,1,1,1,AF 1462,Home Appliances,Inalsa Chimney,Inalsa Kwid 60 BKBF Wall Mounted Chimney,7490,7415
15,2021-11-08 01:00:00 +0000 +0000,2021-11-09 01:00:00 +0000 +0000,1,1,1,AF 1260,Furniture & Fixtures,Meded Shoe Rack,MEDED Wall Shoe Rack,8120,8038
15,2021-11-08 01:00:00 +0000 +0000,2021-11-09 01:00:00 +0000 +0000,1,1,1,AF 1185,Home Appliances,Vj Interior Office Chair,VJ Interior Leatherette Office Arm Chair,9450,9355
15,2021-11-08 01:00:00 +0000 +0000,2021-11-09 01:00:00 +0000 +0000,1,1,1,AF 1465,Home Appliances,Surya Chimney,SURYA Ex 1050 Disco Auto Clean Wall Mounted Chimney,8949,8859
15,2021-11-08 01:00:00 +0000 +0000,2021-11-09 01:00:00 +0000 +0000,1,1,1,AF 186,Home Appliances,Pureit Purifier,Pureit By Hul Mineral Ro Uv Mf Mp Water Purifier,9499,9404
15,2021-11-08 01:00:00 +0000 +0000,2021-11-09 01:00:00 +0000 +0000,1,1,1,AF 1887,Furniture & Fixtures,Nuluv Baby/Rocker Stroller,"Nuluv Baby Stroller Cum Rocker Stroller Cum Rocker (3, Grey)",5099,5048
16,2021-11-08 09:00:00 +0000 +0000,2021-11-09 09:00:00 +0000 +0000,1,1,1,AF 1546,Home Appliances,Onida Air Cooler,Onida 75 L Room/Personal Air Cooler,8855,8766
16,2021-11-08 09:00:00 +0000 +0000,2021-11-09 09:00:00 +0000 +0000,1,1,1,AF 889,Furniture & Fixtures,Solar Deck Lights,"Solar Deck Lights, Led Outdoor Garden Decorative Wall Mount Fence",7298,7225
16,2021-11-08 09:00:00 +0000 +0000,2021-11-09 09:00:00 +0000 +0000,1,1,1,AF 54,Computer Accessories,Acer Monitor,Acer 19.5 Inch Hd Led Backlit Tn Panel,6599,6533
16,2021-11-08 09:00:00 +0000 +0000,2021-11-09 09:00:00 +0000 +0000,1,1,1,AF 731,Home Appliances,Nasaka Air Purifier,Nasaka Zest Portable Room Air Purifier,9999,9899
16,2021-11-08 09:00:00 +0000 +0000,2021-11-09 09:00:00 +0000 +0000,1,1,1,776,Electronics & Appliances,YOGA ROLLER VIBRATING,YOGA ROLLER VIBRATING (WAVE PATTERN)    ,8999,8909
16,2021-11-08 09:00:00 +0000 +0000,2021-11-09 09:00:00 +0000 +0000,1,1,1,AF 877,Curios & Decorations,La Jolie Muse Statue,La Jolie Muse Garden Statue Outdoor  Figurines Turtles On A Log,6950,6880
16,2021-11-08 09:00:00 +0000 +0000,2021-11-09 09:00:00 +0000 +0000,1,1,1,AF 1781,Home Appliances,Isc Tile Cutter,ISC Groove steel concrete tile cutter,9999,9899
16,2021-11-08 09:00:00 +0000 +0000,2021-11-09 09:00:00 +0000 +0000,1,1,1,AF 1700,Furniture & Fixtures,Forzza Coffee Table,Forzza Wood Coffee Table,6999,6929
16,2021-11-08 09:00:00 +0000 +0000,2021-11-09 09:00:00 +0000 +0000,1,1,1,AF 1213,Home Appliances,Featherlite Office Table,Featherlite Flip foldable Wood Office Table,9265,9172
16,2021-11-08 09:00:00 +0000 +0000,2021-11-09 09:00:00 +0000 +0000,1,1,1,AF 1540,Home Appliances,Maharaja Air Cooler,MAHARAJA WHITELINE 65 L Desert Air Cooler,8199,8117
17,2021-11-08 17:00:00 +0000 +0000,2021-11-09 17:00:00 +0000 +0000,1,1,1,AF 1961,Furniture & Fixtures,Sleepx Foam Mattress,SleepX Medium Soft 6 inch Foam Mattress,8529,8443
17,2021-11-08 17:00:00 +0000 +0000,2021-11-09 17:00:00 +0000 +0000,1,1,1,AF 717,Home Appliances,Agaro Air Purifier,Agaro Purewave Room Air Purifier,7999,7919
17,2021-11-08 17:00:00 +0000 +0000,2021-11-09 17:00:00 +0000 +0000,1,1,1,AF 888,Furniture & Fixtures,Magfit Lights,Maggift 8 Pcs Solar Powered Led Garden Lights,5978,5918
17,2021-11-08 17:00:00 +0000 +0000,2021-11-09 17:00:00 +0000 +0000,1,1,1,AF 782,Camera & Photography,Sjcam Gimbal,Sjcam Sj-Gimbal 2 3 Axis Gimbal,7938,7858
17,2021-11-08 17:00:00 +0000 +0000,2021-11-09 17:00:00 +0000 +0000,1,1,1,AF 475,Computer Accessories,Xerox Printer,Xerox 3020V_Bio Single Function Wifi Monochrome Printer,8199,8117
17,2021-11-08 17:00:00 +0000 +0000,2021-11-09 17:00:00 +0000 +0000,1,1,1,AF 876,Curios & Decorations,Design Statue,Design Toscano Bandit The Raccoon Garden Animal Statute,5525,5469
17,2021-11-08 17:00:00 +0000 +0000,2021-11-09 17:00:00 +0000 +0000,1,1,1,AF 1528,Home Appliances,Exide Inverter,EXIDE MAGIC825 Magic825 Square Wave Inverter,5750,5692
17,2021-11-08 17:00:00 +0000 +0000,2021-11-09 17:00:00 +0000 +0000,1,1,1,AF 99,Audio & Speakers,Skullcandy Earphones,Skullcandy Spoke Bluetooth Headset,7999,7919
17,2021-11-08 17:00:00 +0000 +0000,2021-11-09 17:00:00 +0000 +0000,1,1,1,AF 1796,Furniture & Fixtures,Mee Mee Baby Wooden Cot,Mee Mee Baby Wooden Cot (Large - Wooden),8499,8414
17,2021-11-08 17:00:00 +0000 +0000,2021-11-09 17:00:00 +0000 +0000,1,1,1,AF 1241,Audio & Speakers,Samsung Soundbar,SAMSUNG Wireless Subwoofer 200 W Bluetooth Soundbar,8499,8414
18,2021-11-09 01:00:00 +0000 +0000,2021-11-10 01:00:00 +0000 +0000,1,1,1,AF 217,Home Appliances,Philips OTG,Philips 25L Oven Toaster Grill,7099,7028
18,2021-11-09 01:00:00 +0000 +0000,2021-11-10 01:00:00 +0000 +0000,1,1,1,AF 509,Electronics,Unilink Projector,Unilink Unic Uc46 Portable Projector,5999,5939
18,2021-11-09 01:00:00 +0000 +0000,2021-11-10 01:00:00 +0000 +0000,1,1,1,AF 169,Audio & Speakers,Jbl Bluetooth Speakers,Jbl Flip Essential Ipx7 Waterproof 16 W Bluetooth Speaker,5499,5444
18,2021-11-09 01:00:00 +0000 +0000,2021-11-10 01:00:00 +0000 +0000,1,1,1,AF 1216,Home Appliances,Delite Kom Computer Desk,Delite Kom Wood Computer Desk,8159,8077
18,2021-11-09 01:00:00 +0000 +0000,2021-11-10 01:00:00 +0000 +0000,1,1,1,AF 1703,Furniture & Fixtures,D Obair Coffee Table,D Obair Mango Wood Modern Round Coffee Table,7500,7425
18,2021-11-09 01:00:00 +0000 +0000,2021-11-10 01:00:00 +0000 +0000,1,1,1,AF 1277,Furniture & Fixtures,The Collectori Drawers,The Collectori Wood Drawers,8000,7920
18,2021-11-09 01:00:00 +0000 +0000,2021-11-10 01:00:00 +0000 +0000,1,1,1,AF 1826,Furniture & Fixtures,Furniturekraft Osaka /Kid Bed,FurnitureKraft Osaka Metal Single Bed (Finish Color - Black),5499,5444
18,2021-11-09 01:00:00 +0000 +0000,2021-11-10 01:00:00 +0000 +0000,1,1,1,AF 1211,Home Appliances,Woodware Study Table,Woodware vego Wood Study Table,5200,5148
18,2021-11-09 01:00:00 +0000 +0000,2021-11-10 01:00:00 +0000 +0000,1,1,1,AF 711,Home Appliances,Checksure Air Purifier,Checksure Home Air Purifier + Air Sterilizer And Uv-C Light Air Purifier,5999,5939
18,2021-11-09 01:00:00 +0000 +0000,2021-11-10 01:00:00 +0000 +0000,1,1,1,AF 1749,Home Appliances,Sharpex Potmover,Sharpex POTMOVER Garden Tool Kit (1 Tools),5249,5196
19,2021-11-09 09:00:00 +0000 +0000,2021-11-10 09:00:00 +0000 +0000,1,1,1,AF 1278,Furniture & Fixtures,Nilkamal Standing Cabinet,Nilkamal Cabinet,5500,5445
19,2021-11-09 09:00:00 +0000 +0000,2021-11-10 09:00:00 +0000 +0000,1,1,1,AF 1237,Audio & Speakers,Boat Soundbar,boAt Aavante Bar 2000 160 W Bluetooth Soundbar,8999,8909
19,2021-11-09 09:00:00 +0000 +0000,2021-11-10 09:00:00 +0000 +0000,1,1,1,AF 103,Audio & Speakers,Boat Speaker,Boat Stone 1400 Mini 18 W,6990,6920
19,2021-11-09 09:00:00 +0000 +0000,2021-11-10 09:00:00 +0000 +0000,1,1,1,AF 784,Camera & Photography,Mirfak Gimbal,Mirfak Mv0 Single Gimbal,7950,7870
19,2021-11-09 09:00:00 +0000 +0000,2021-11-10 09:00:00 +0000 +0000,1,1,1,AF 1895,Furniture & Fixtures,Cello Plastic Cupboard,Cello Plastic Cupboard (Finish Color - Pink),5453,5398
19,2021-11-09 09:00:00 +0000 +0000,2021-11-10 09:00:00 +0000 +0000,1,1,1,AF 391,Furniture & Fixtures,Finkie Wall Lamp,Finike Wallchiere Wall Lamp,5500,5445
19,2021-11-09 09:00:00 +0000 +0000,2021-11-10 09:00:00 +0000 +0000,1,1,1,AF 1449,Home Appliances,Faber Hood Chimney,Faber Hood Class Plus PB BK LTW 60 Wall Mounted Chimney,6490,6425
19,2021-11-09 09:00:00 +0000 +0000,2021-11-10 09:00:00 +0000 +0000,1,1,1,AF 1202,Home Appliances,Bluewud Study Table,BLUEWUD Mallium Engineered Wood Study Table (Free Standing),6299,6236
19,2021-11-09 09:00:00 +0000 +0000,2021-11-10 09:00:00 +0000 +0000,1,1,1,AF 1203,Home Appliances,Nilkamal Computer Desk,Nilkamal Zenith Engineered Wood Computer Desk (Straight),9000,8910
19,2021-11-09 09:00:00 +0000 +0000,2021-11-10 09:00:00 +0000 +0000,1,1,1,AF 1699,Furniture & Fixtures,Krijen Coffee Table,KRIJEN Harrier Glass Coffee Table,6500,6435
20,2021-11-09 17:00:00 +0000 +0000,2021-11-10 17:00:00 +0000 +0000,1,1,1,AF 50,Computer Accessories,Samsung Monitor,Samsung 24 Inch Full Hd Led Backlit Ips,9900,9801
20,2021-11-09 17:00:00 +0000 +0000,2021-11-10 17:00:00 +0000 +0000,1,1,1,AF 500,Electronics,Egate Projector,Egate I9 Pro Hd 720P - 2 Yrs Wrt Portable Projector,7990,7910
20,2021-11-09 17:00:00 +0000 +0000,2021-11-10 17:00:00 +0000 +0000,1,1,1,AF 714,Home Appliances,Glen Air Purifier,Glen Gl 6033 Room Air Purifier,6995,6925
20,2021-11-09 17:00:00 +0000 +0000,2021-11-10 17:00:00 +0000 +0000,1,1,1,AF 1190,Home Appliances,Alex Daisy Office Chair,Alex Daisy Candy Leatherette Office Arm Chair,6250,6187
20,2021-11-09 17:00:00 +0000 +0000,2021-11-10 17:00:00 +0000 +0000,1,1,1,AF 1786,Furniture & Fixtures,R For Rabbit Swing Cradle,R for Rabbit Lullabies Automatic Swing Cradle,9999,9899
20,2021-11-09 17:00:00 +0000 +0000,2021-11-10 17:00:00 +0000 +0000,1,1,1,1116,Health Appliances,FETAL DOPPLER,Dr. Odin fetal Doppler,6999,6929
20,2021-11-09 17:00:00 +0000 +0000,2021-11-10 17:00:00 +0000 +0000,1,1,1,AF 1276,Furniture & Fixtures,Chetan Interiors Table,Chetan Interiors Sheesham Wood Bedside Table,9999,9899
20,2021-11-09 17:00:00 +0000 +0000,2021-11-10 17:00:00 +0000 +0000,1,1,1,AF 1545,Home Appliances,Thompson Air Cooler,Thomson 90 L Desert Air Cooler,9643,9546
20,2021-11-09 17:00:00 +0000 +0000,2021-11-10 17:00:00 +0000 +0000,1,1,1,AF 809,Camera & Photography,Yongnuo Camera Lens,Yongnuo 50Mm F1.8 Canon Lens,5499,5444
20,2021-11-09 17:00:00 +0000 +0000,2021-11-10 17:00:00 +0000 +0000,1,1,1,AF 1209,Home Appliances,Royaloak Computer Desk,RoyalOak Venus Engineered Wood Computer Desk (Straight),5600,5544
21,2021-11-10 01:00:00 +0000 +0000,2021-11-11 01:00:00 +0000 +0000,1,1,1,AF 1524,Home Appliances,Zunsolar Inverter,ZunSolar 1100 Pure Sine Wave Inverter,5695,5638
21,2021-11-10 01:00:00 +0000 +0000,2021-11-11 01:00:00 +0000 +0000,1,1,1,AF 1131,Health & Beauty,Rilsatil Mascara,Rilastil Long Lash Mascara Black 8.1 ml (Black),5177,5125
21,2021-11-10 01:00:00 +0000 +0000,2021-11-11 01:00:00 +0000 +0000,1,1,1,AF 1756,Home Appliances,Kavach Fogger,Kavach 1500 W Atomizing Disinfection Automatic Sanitizing Machine,5950,5890
21,2021-11-10 01:00:00 +0000 +0000,2021-11-11 01:00:00 +0000 +0000,1,1,1,AF 195,Home Appliances,Bajaj Water Geyser,Bajaj 25 L Storage Water Geyser,6399,6335
21,2021-11-10 01:00:00 +0000 +0000,2021-11-11 01:00:00 +0000 +0000,1,1,1,AF 356,Furniture & Fixtures,Kapoor Wall Lamp,Kapoor E Illuminations Wallchiere Wall Lamp Walkewbra10839,7895,7816
21,2021-11-10 01:00:00 +0000 +0000,2021-11-11 01:00:00 +0000 +0000,1,1,1,AF 880,Curios & Decorations,Gigalumi Figurines,Gigalumi Turtle Garden Figurines Outdoor Decor,7842,7763
21,2021-11-10 01:00:00 +0000 +0000,2021-11-11 01:00:00 +0000 +0000,1,1,1,AF 1602,Furniture & Fixtures,Merida Dressing Table,Merida Marketing Enterprises Modern Wooden Dressing,7000,6930
21,2021-11-10 01:00:00 +0000 +0000,2021-11-11 01:00:00 +0000 +0000,1,1,1,AF 1293,Furniture & Fixtures,Urban Ladder Shelf,Urban Ladder Tetris Side Shelf,6799,6731
21,2021-11-10 01:00:00 +0000 +0000,2021-11-11 01:00:00 +0000 +0000,1,1,1,AF 1526,Home Appliances,Livfast Inverter,Livfast Inverter S1125 Pure Sine Wave Inverter,5599,5543
21,2021-11-10 01:00:00 +0000 +0000,2021-11-11 01:00:00 +0000 +0000,1,1,1,AF 1897,Furniture & Fixtures,Woodness Pluto/Wood Almirah,WOODNESS Pluto Engineered Wood Almirah,7072,7001
22,2021-11-10 09:00:00 +0000 +0000,2021-11-11 09:00:00 +0000 +0000,1,1,1,AF 851,Curios & Decorations,Homedics Waterfall,Homedics Silver Springs Relaxation Fountain | Illuminated Waterfall,5988,5928
22,2021-11-10 09:00:00 +0000 +0000,2021-11-11 09:00:00 +0000 +0000,1,1,1,AF 1028,Sports / Games & Toys,Healthex Exercise Bike,Healthex Octane Exercise Air Bike With Moving Handles For Home Use,6998,6928
22,2021-11-10 09:00:00 +0000 +0000,2021-11-11 09:00:00 +0000 +0000,1,1,1,AF 51,Computer Accessories,Hp Monitor,Hp 21.5 Inch Full Hd Led Backlit Ips,9999,9899
22,2021-11-10 09:00:00 +0000 +0000,2021-11-11 09:00:00 +0000 +0000,1,1,1,AF 188,Home Appliances,Livpure Purifier,Libpure Pep Pro Star 7 L Ro Uv Uf Minerals Water Purifier,9499,9404
22,2021-11-10 09:00:00 +0000 +0000,2021-11-11 09:00:00 +0000 +0000,1,1,1,AF 1693,Furniture & Fixtures,Bluewud Coffee Table,BLUEWUD Osnale Wood Coffee Table,6499,6434
22,2021-11-10 09:00:00 +0000 +0000,2021-11-11 09:00:00 +0000 +0000,1,1,1,AF 1366,Health & Beauty,Its Cosmetic Bronzer,It Cosmetics Matte Bronzer (Golden Glow),7995,7915
22,2021-11-10 09:00:00 +0000 +0000,2021-11-11 09:00:00 +0000 +0000,1,1,1,AF 831,Furnishing & Linen,Israr Handicrafts  Carpet,Israr Handicrafts Geometric Persian Handmade Tufted Round Carpet,5999,5939
22,2021-11-10 09:00:00 +0000 +0000,2021-11-11 09:00:00 +0000 +0000,1,1,1,AF 1463,Home Appliances,Glen Mia Chimney,Glen Mia BLK 60 BF LTW Wall Mounted Chimney,6103,6041
22,2021-11-10 09:00:00 +0000 +0000,2021-11-11 09:00:00 +0000 +0000,1,1,1,AF 1555,Furniture & Fixtures,Flo Mattress,"Flo Ortho High Foam Mattress, 72x60x6 Inches (Queen)",8591,8505
22,2021-11-10 09:00:00 +0000 +0000,2021-11-11 09:00:00 +0000 +0000,1,1,1,AF 1772,Home Appliances,Digital Woodworking Tool,Digital Craft Multifunctional Woodworking Tool,6999,6929
23,2021-11-10 17:00:00 +0000 +0000,2021-11-11 17:00:00 +0000 +0000,1,1,1,AF 32,Watches,Realme Smart Watch,"Realme Smart Watch S Pro With 1.39"" Amoled Touchscreen",9999,9899
23,2021-11-10 17:00:00 +0000 +0000,2021-11-11 17:00:00 +0000 +0000,1,1,1,AF 1784,Furniture & Fixtures,Kiddery Polkamania,Kiddery Polkamania | Baby Cradle with Mosquito Protection Net,5999,5939
23,2021-11-10 17:00:00 +0000 +0000,2021-11-11 17:00:00 +0000 +0000,1,1,1,AF 1534,Home Appliances,Sansui Air Cooler,Sansui 47 L Tower Air Cooler,8699,8612
23,2021-11-10 17:00:00 +0000 +0000,2021-11-11 17:00:00 +0000 +0000,1,1,1,AF 122,Computer Accessories,Wd Hard Disk,Wd My Passport 1 Tb External Hard Disk Drive,8120,8038
23,2021-11-10 17:00:00 +0000 +0000,2021-11-11 17:00:00 +0000 +0000,1,1,1,AF 1782,Furniture & Fixtures,Royaloak Study Table,RoyalOak MICKIES Engineered Wood Study Table,5800,5742
23,2021-11-10 17:00:00 +0000 +0000,2021-11-11 17:00:00 +0000 +0000,1,1,1,AF 1522,Home Appliances,V Gaurd Inverter,V-Guard Smart Pro 1200 With Bluetooth Connectivity Inverter,7998,7918
23,2021-11-10 17:00:00 +0000 +0000,2021-11-11 17:00:00 +0000 +0000,1,1,1,AF 890,Curios & Decorations,Outdoor Decor,A Six Pieces Set Cute Dew Drop Inn Fairy Gnome Tree Decoration,7069,6998
23,2021-11-10 17:00:00 +0000 +0000,2021-11-11 17:00:00 +0000 +0000,1,1,1,AF 1901,Furniture & Fixtures,Cello Storage/Plastic Cupboard,Cello Storage Cupboard Plastic Cupboard (Finish Color - Red & Blue),6853,6784
23,2021-11-10 17:00:00 +0000 +0000,2021-11-11 17:00:00 +0000 +0000,1,1,1,AF 310,Health & Beauty,Babyliss Starightener,Babyliss Hair Straightener,5995,5935
23,2021-11-10 17:00:00 +0000 +0000,2021-11-11 17:00:00 +0000 +0000,1,1,1,AF 1132,Health & Beauty,Kanebo Mascara,Kanebo Mascara ?C Black 6 4973167977279 6 ml (Black),6552,6486
24,2021-11-11 01:00:00 +0000 +0000,2021-11-12 01:00:00 +0000 +0000,1,1,1,AF 1993,Furniture & Fixtures,Alex Daisy Pluto /Desk Chair,Alex Daisy Pluto Plastic Desk Chair (Finish Color - Pink),8950,8860
24,2021-11-11 01:00:00 +0000 +0000,2021-11-12 01:00:00 +0000 +0000,1,1,1,AF 1232,Audio & Speakers,Motorola Home Theatre,MOTOROLA 120 W Bluetooth Home Theatre,8799,8711
24,2021-11-11 01:00:00 +0000 +0000,2021-11-12 01:00:00 +0000 +0000,1,1,1,AF 49,Computer Accessories,Benq Monitor,Benq 22 Inch Full Hd Led Backlit,8750,8662
24,2021-11-11 01:00:00 +0000 +0000,2021-11-12 01:00:00 +0000 +0000,1,1,1,AF 1956,Home Appliances,Stihl Trimmer,STIHL HSE 42 ELECTRIC HEADGE TRIMMER Cordless Grass Trimmer,5990,5930
24,2021-11-11 01:00:00 +0000 +0000,2021-11-12 01:00:00 +0000 +0000,1,1,1,292,Home Furnishing,Bedsheet Combo Set,Jaipuri Heritage Pack of 5 Cotton Bedsheets with 10 Pillow Covers,5200,5148
24,2021-11-11 01:00:00 +0000 +0000,2021-11-12 01:00:00 +0000 +0000,1,1,1,775,Electronics & Appliances,YOGA ROLLER VIBRATING,YOGA ROLLER VIBRATING (CIRCLE DOT PATTERN)    ,8999,8909
24,2021-11-11 01:00:00 +0000 +0000,2021-11-12 01:00:00 +0000 +0000,1,1,1,AF 738,Computer Accessories,Logitech Gaming Keyboard,Logitech G413 Wired Usb Gaming Keyboard,7295,7222
24,2021-11-11 01:00:00 +0000 +0000,2021-11-12 01:00:00 +0000 +0000,1,1,1,AF 1214,Home Appliances,Savera Office Table,Savera Wood Office Table,9000,8910
24,2021-11-11 01:00:00 +0000 +0000,2021-11-12 01:00:00 +0000 +0000,1,1,1,AF 1707,Furniture & Fixtures,Silant Makers Wooden Able,Silant Makers White Wooden able,5999,5939
24,2021-11-11 01:00:00 +0000 +0000,2021-11-12 01:00:00 +0000 +0000,1,1,1,AF 184,ACs & Coolers,Usha Air Cooler,Usha 70 L Desert Air Cooler,9299,9206
25,2021-11-11 09:00:00 +0000 +0000,2021-11-12 09:00:00 +0000 +0000,1,1,1,AF 180,ACs & Coolers,Hindware Air Cooler,Hindware 36 L Room/Personal Air Cooler,5999,5939
25,2021-11-11 09:00:00 +0000 +0000,2021-11-12 09:00:00 +0000 +0000,1,1,1,AF 419,Curios & Decorations,Collectible Wall Hanging,Collectible India Metal Wall Hangings,6999,6929
25,2021-11-11 09:00:00 +0000 +0000,2021-11-12 09:00:00 +0000 +0000,1,1,1,AF 670,Health & Beauty,Welch Allyn Bp Machine,Welch Allyn Ds55 Durashock Hand Aneroids Bp Monitor,6999,6929
25,2021-11-11 09:00:00 +0000 +0000,2021-11-12 09:00:00 +0000 +0000,1,1,1,82,Home Furnishing,Bedsheet Set,Bright Festive Collection Pack of 7 Bedsheets with 14 Pillow Covers,6900,6831
25,2021-11-11 09:00:00 +0000 +0000,2021-11-12 09:00:00 +0000 +0000,1,1,1,AF 1272,Furniture & Fixtures,Cello Drawers,Cello Plastic Free Standing Chest of Drawers,8000,7920
25,2021-11-11 09:00:00 +0000 +0000,2021-11-12 09:00:00 +0000 +0000,1,1,1,AF 833,Furnishing & Linen,Unique Carpet,"Unique Carpet (Multicolour, Wool & Wool Blend, 3 X 5 Feet)",6999,6929
25,2021-11-11 09:00:00 +0000 +0000,2021-11-12 09:00:00 +0000 +0000,1,1,1,AF 1737,Home Appliances,Ralli Sprayer,RALLI Agro HIGH Pressure 22 HTP Pump Power Sprayer,6699,6632
25,2021-11-11 09:00:00 +0000 +0000,2021-11-12 09:00:00 +0000 +0000,1,1,1,AF 1248,Furniture & Fixtures,Royaloak Shoe Rack,RoyalOak Wood Shoe Rack,7250,7177
25,2021-11-11 09:00:00 +0000 +0000,2021-11-12 09:00:00 +0000 +0000,1,1,1,AF 1250,Furniture & Fixtures,Bluewud Shoe Rack,BLUEWUD Wood Shoe Rack,5749,5691
25,2021-11-11 09:00:00 +0000 +0000,2021-11-12 09:00:00 +0000 +0000,1,1,1,AF 710,Electronics,Myra Projector,Myra C80 Android Project,9499,9404
26,2021-11-11 17:00:00 +0000 +0000,2021-11-12 17:00:00 +0000 +0000,1,1,1,AF 334,Watches,Casio Men Watch,Ex521 (Efv-600L-2Avudf) Edifice Analog Watch - For Men,8495,8410
26,2021-11-11 17:00:00 +0000 +0000,2021-11-12 17:00:00 +0000 +0000,1,1,1,AF 1586,Furniture & Fixtures,Hexagone Wardrobe,Hexagon Furnitures Dark Wooden Texture Single Door Wardrobe,7000,6930
26,2021-11-11 17:00:00 +0000 +0000,2021-11-12 17:00:00 +0000 +0000,1,1,1,AF 1529,Home Appliances,Utl Hc Inverter,UTL HC 1050 - 50A/12V 1050/12V SOLAR HOME PCU,8025,7944
26,2021-11-11 17:00:00 +0000 +0000,2021-11-12 17:00:00 +0000 +0000,1,1,1,AF 1648,Home Appliances,Samsung Microwave Oven,SAMSUNG 23 L Solo Microwave Oven,5500,5445
26,2021-11-11 17:00:00 +0000 +0000,2021-11-12 17:00:00 +0000 +0000,1,1,1,AF 681,Home Appliances,Mi Air Purifier,Mi AC-M6-Sc Portable Room Air Purifier,9999,9899
26,2021-11-11 17:00:00 +0000 +0000,2021-11-12 17:00:00 +0000 +0000,1,1,1,AF 93,Audio & Speakers,Boult Earphones,Boult Audio Air Bass Free Pods,5999,5939
26,2021-11-11 17:00:00 +0000 +0000,2021-11-12 17:00:00 +0000 +0000,1,1,1,AF 1249,Furniture & Fixtures,Hometown Shoe Rack,Hometown Wood Shoe Rack,8000,7920
26,2021-11-11 17:00:00 +0000 +0000,2021-11-12 17:00:00 +0000 +0000,1,1,1,AF 84,Computer Accessories,Flipkart Smartbuy Hard Disk,Flipkart Smartby 480 GB Solid State External Drive,5689,5632
26,2021-11-11 17:00:00 +0000 +0000,2021-11-12 17:00:00 +0000 +0000,1,1,1,AF 380,Furnishing & Linen,Bombay Dyeing Blanket,Bombay Dyeing Floral Single Mink Blanket,5440,5385
26,2021-11-11 17:00:00 +0000 +0000,2021-11-12 17:00:00 +0000 +0000,1,1,1,AF 773,Camera & Photography,Digitek Gimbal,Digitek Smartphone Gimbal Dsg 005 3 Axis Gimbal,5499,5444
